交割月份,月开盘价,最高价,最低价,月收盘价,涨跌,持仓量,持仓变化,月末结算价,成交量,成交金额
rb1405,3671,3745,3562,3570,-100,1419640,-103808,3575,29878018,109577290.4
rb1406,3679,3742,3567,3580,-101,280,100,3572,3418,12549.17
rb1407,3713,3744,3605,3558,-139,230,0,3558,200,736.73
rb1408,3699,3744,3605,3605,-82,76,-414,3605,540,1995.75
rb1409,3696,3771,3613,3630,-62,1420,12,3637,3290,12125.22
rb1410,3710,3778,3638,3645,-63,579452,296168,3650,1756722,6513416.04
rb1411,3718,3801,3628,3653,-57,462,452,3648,944,3506.48
rb1412,3730,3748,3652,3660,3660,20,20,3662,98,361.51
rb小计, ,3801,3290, , ,2020722,-62318, ,32137330,117871919.7
交割月份,月开盘价,最高价,最低价,月收盘价,涨跌,持仓量,持仓变化,月末结算价,成交量,成交金额
商品名称:线材,,,,,,,,,,
wr1401,3690,3690,3690,3690,60,0,-2,3690,2,7.38
wr1403, , , ,3717,17,2,0,3717,0,0
wr1404,3460,3595,3460,3595,61,2,0,3532,10,35.32
wr1405,3614,3821,3614,3688,44,0,0,3688,64,235.38
wr1409,3690,3690,3690,3684,14,6,-2,3684,2,7.38
wr小计, ,3821,3460, , ,10,-4, ,78,285.46
交割月份,月开盘价,最高价,最低价,月收盘价,涨跌,持仓量,持仓变化,月末结算价,成交量,成交金额
商品名称:燃料油,,,,,,,,,,
fu1402,3800,3800,3800,3800,-141,6,-2,3800,2,38
fu1403, , , ,4070,0,2,0,4070,0,0
fu1404,4180,4199,4129,4151,1,12,-2,4151,16,334.27
fu1405, , , ,4167,-188,2,0,4167,0,0
fu1406,4551,4767,4380,4440,-33,2,2,4440,28,631.53
fu1407,4586,4734,4300,4340,-202,0,-6,4340,48,1082.05
fu1408,4546,4771,4384,4485,155,12,-4,4485,26,584.69
fu1409,4500,4500,4400,4361,-446,0,-8,4361,8,178
fu1410,4098,4599,4098,4305,-249,0,0,4334,6,130.02
fu1411,4747,4969,4510,4482,-549,4,4,4482,16,383.88
fu小计, ,4969,3800, , ,40,-16, ,150,3362.44
交割月份,月开盘价,最高价,最低价,月收盘价,涨跌,持仓量,持仓变化,月末结算价,成交量,成交金额
商品名称:天然橡胶,,,,,,,,,,
ru1401,19095,19470,17460,17490,-1555,14042,-33456,17595,170114,3178961.17
ru1403,19315,19805,17875,17930,-1420,430,148,17925,1186,22297.71
ru1404,19460,19980,17970,17970,-1380,92,2,18030,600,11443.18
ru1405,19700,20180,18060,18140,-1555,209922,12784,18205,9902128,190257960.5
ru1406,19650,20160,18110,18130,-1585,410,236,18245,2034,38587.7
ru1407,19655,19920,18270,18300,-1445,376,290,18300,498,9258.07
ru1408,19840,20150,18200,18370,-1295,2898,2758,18320,5058,93795.44
ru1409,19895,20350,18360,18450,-1420,62734,36672,18505,1173756,22687458.78
ru1410,19710,20325,18330,18445,-1140,132,70,18445,222,4348.55
ru1411,19795,20220,18100,18150,-1365,868,756,18195,2086,39453.7
ru小计, ,20350,17460, , ,291904,20260, ,11257682,216343564.8
总计, , , , , ,4232508,2, ,114510804,1006003920
注： 1、报价单位：铜、铝、锌、铅、镍、锡、螺纹钢、线材、热轧卷板、天然橡胶、燃料油、石油沥青、纸浆、不锈钢为元/吨；黄金为元/克；白银为元/千克；原油为元(人民币)/桶（交易报价为不含税价格）；20号胶为元（人民币）/吨（交易报价为不含税价格）。 2、交易单位：铜、铝、锌、铅、不锈钢为5吨/手；镍、锡为1吨/手；螺纹钢、线材、热轧卷板、石油沥青、天然橡胶、20号胶、纸浆为10吨/手；燃料油为10吨/手；黄金为1000克/手；白银为15千克/手；原油为1000桶/手。 3、成交量、持仓量、持仓变化单位为手，双边计算；成交金额单位为万元，双边计算。 4、涨跌=本月收盘价-上月收盘价。 5、小计和总计中不包括efp品种。 ,,,,,,,,,,
上海期货交易所期货价格指数,,,,,,,,,,
指数名,月开盘价,月最高价,月最低价,月收盘价,月涨跌点数,,,,,
上期有色金属指数,2865.32,2977.59,2831.25,2951.48,89.85,,,,,
注： 1、涨跌点数以上月收盘价为基准。 指数免责声明： 1、本文件涉及所有信息，包括但不限于所有的文字、数据、图表、表格、计算方式（以下统称为“信息”）属于上海期货交易所的财产，受中国知识产权法等相关法律保护。这些信息仅供参考之用。 2、本文件涉及任何信息被确认为来源可靠，但只供相关知晓所用，非为特定个人、公司或者其他组织提供。本文任何信息，或者包含上述信息的其他内容均不构成上海期货交易所对任何期货、其他金融产品或投资工具或任何交易策略的依据或建议，而且上海期货交易所及其关联方均未认可、同意或以其他方式表示关于任何期货公司、期货、其他金融产品或投资工具或交易策略的意见。投资者在作出一项投资决定时，应该充分考虑到投资的风险，并且了解投资相关的所有程序及所涉文件，而不是基于本文的陈述。 3、上海期货交易所不保证所有信息的精确性、完整性，并且对所有信息在编制、发布等过程涉及的计算错误、漏发或者发布中断不承担任何责任，不明示或者暗示使用本文中的信息，不保证使用本文信息的适用性。当信息被认为是可适用的，对任何因直接或间接使用本文中任何信息而造成的任何索赔或者损失，包括但不限于因有关内容不准确、不完整等而导致的利息损失、惩罚性或者间接性损失，上海期货交易所无须承担任何法律责任。 上海期货交易所 所有权保留,,,,,,,,,,
